severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	resolution	tags	closeDate	component	flows	scope	textRange	debt	key	hash	status
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""updateOuputs"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T15:52:22+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=515.0, endLine=515.0, startOffset=8.0, endOffset=20.0}	5min	AYZGVOAuK3-6EP2jdksC	ac20d472238a1a312dd05cfd4bfa94e9	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""brentDekker_Step"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T15:52:22+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=547.0, endLine=547.0, startOffset=8.0, endOffset=24.0}	5min	AYZGVOAuK3-6EP2jdksF	2a0f3be1335655869eb2103b5cd57f42	CLOSED
CRITICAL	2023-02-17T07:28:35+0000		-		python:S3776	BNumMet	7min		Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.	2023-02-12T15:52:22+0000	CODE_SMELL	false	FIXED	"brain-overload / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py	"{locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=564.0, endLine=564.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=564.0, endLine=564.0, startOffset=59.0, endOffset=61.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=584.0, endLine=584.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=589.0, endLine=589.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=601.0, endLine=601.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=603.0, endLine=603.0, startOffset=12.0, endOffset=16.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=608.0, endLine=608.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=611.0, endLine=611.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=617.0, endLine=617.0, startOffset=17.0, endOffset=19.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=623.0, endLine=623.0, startOffset=17.0, endOffset=19.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=626.0, endLine=626.0, startOffset=21.0, endOffset=23.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=630.0, endLine=630.0, startOffset=8.0, endOffset=10.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=632.0, endLine=632.0, startOffset=10.0, endOffset=13.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=633.0, endLine=633.0, startOffset=30.0, endOffset=32.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py, textRange={startLine=634.0, endLine=634.0, startOffset=8.0, endOffset=12.0}, msg=+1, msgFormattings=[]}]} / "	MAIN	{startLine=547.0, endLine=547.0, startOffset=8.0, endOffset=24.0}	7min	AYZGVOAuK3-6EP2jdksG	2a0f3be1335655869eb2103b5cd57f42	CLOSED
MINOR	2023-02-12T15:52:22+0000		639.0		python:S116	BNumMet	2min		"Rename this field ""hintStep"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T15:52:22+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=639.0, endLine=639.0, startOffset=17.0, endOffset=25.0}	2min	AYZGVOAuK3-6EP2jdkro	f20a381d799d841f1ae68aef1e2bceac	OPEN
MINOR	2023-02-12T15:52:22+0000		640.0		python:S116	BNumMet	2min		"Rename this field ""nextPoints_addition"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T15:52:22+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=640.0, endLine=640.0, startOffset=17.0, endOffset=36.0}	2min	AYZGVOAuK3-6EP2jdkrr	33be697c0322a0030d34ab17ef0351d0	OPEN
MINOR	2023-02-12T15:52:22+0000		646.0		python:S117	BNumMet	2min		"Rename this local variable ""nextPoints_addition"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T15:52:22+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=646.0, endLine=646.0, startOffset=8.0, endOffset=27.0}	2min	AYZGVOAuK3-6EP2jdksD	763543a9a6104b09311278b4ec511d64	OPEN
MINOR	2023-02-12T15:52:22+0000		657.0		python:S117	BNumMet	2min		"Rename this local variable ""pqPair"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T15:52:22+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/NonLinearVisualizer.py		MAIN	{startLine=657.0, endLine=657.0, startOffset=8.0, endOffset=14.0}	2min	AYZGVOAuK3-6EP2jdksE	11add0169c26a501c677fc3b590050b7	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S117	BNumMet	2min		"Rename this local variable ""minMax"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T15:35:14+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=115.0, endLine=115.0, startOffset=8.0, endOffset=14.0}	2min	AYZGRTiAK3-6EP2jdj3W	2109369e1f1d00e1f72f401abb351ba1	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""oneStep"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T15:35:14+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=171.0, endLine=171.0, startOffset=8.0, endOffset=15.0}	5min	AYZGRTh2K3-6EP2jdj3S	5a42b4a498be540a02fa6603510b039c	CLOSED
CRITICAL	2023-02-12T15:35:14+0000		335.0		python:S3776	BNumMet	19min		Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.	2023-02-12T15:35:14+0000	CODE_SMELL	false	-	"brain-overload / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py	"{locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=338.0, endLine=338.0, startOffset=4.0, endOffset=6.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=339.0, endLine=339.0, startOffset=8.0, endOffset=11.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=343.0, endLine=343.0, startOffset=4.0, endOffset=8.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=345.0, endLine=345.0, startOffset=8.0, endOffset=11.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=346.0, endLine=346.0, startOffset=12.0, endOffset=15.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=347.0, endLine=347.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=347.0, endLine=347.0, startOffset=40.0, endOffset=42.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=347.0, endLine=347.0, startOffset=27.0, endOffset=29.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=349.0, endLine=349.0, startOffset=16.0, endOffset=20.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=352.0, endLine=352.0, startOffset=4.0, endOffset=8.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=354.0, endLine=354.0, startOffset=8.0, endOffset=11.0}, msg=+2 (incl 1 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=355.0, endLine=355.0, startOffset=12.0, endOffset=15.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=356.0, endLine=356.0, startOffset=16.0, endOffset=18.0}, msg=+4 (incl 3 for nesting), msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=356.0, endLine=356.0, startOffset=40.0, endOffset=42.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=358.0, endLine=358.0, startOffset=16.0, endOffset=20.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=BNumMet:src/BNumMet/Visualizers/LUVisualizer.py, textRange={startLine=364.0, endLine=364.0, startOffset=29.0, endOffset=31.0}, msg=+1, msgFormattings=[]}]} / "	MAIN	{startLine=335.0, endLine=335.0, startOffset=4.0, endOffset=23.0}	19min	AYZGRTh2K3-6EP2jdj3U	f7269c285791bc056199835beef3cf37	OPEN
MAJOR	2023-02-12T15:31:11+0000		211.0		python:S1542	BNumMet	10min		"Rename function ""zBrentDekker"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T15:31:11+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/NonLinear.py		MAIN	{startLine=211.0, endLine=211.0, startOffset=4.0, endOffset=16.0}	10min	AYZGQXYpK3-6EP2jdjqR	f8bffdc2cfb90824ef7e801047bd3d72	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S116	BNumMet	2min		"Rename this field ""checkboxesVbox"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T15:31:11+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=309.0, endLine=309.0, startOffset=13.0, endOffset=27.0}	2min	AYZGQXYYK3-6EP2jdjqL	b2cbdaf29d0d12191e80bf693d9252f0	CLOSED
MINOR	2023-02-12T14:53:37+0000		4.0		python:S117	BNumMet	2min		"Rename this parameter ""Matrix"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/LinearSystems.py		MAIN	{startLine=4.0, endLine=4.0, startOffset=7.0, endOffset=13.0}	2min	AYZGHxBJK3-6EP2jdh3W	aefa9c6ec6fa266489841ddf866642b6	OPEN
MINOR	2023-02-12T14:53:37+0000		43.0		python:S117	BNumMet	2min		"Rename this local variable ""iMax"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/LinearSystems.py		MAIN	{startLine=43.0, endLine=43.0, startOffset=8.0, endOffset=12.0}	2min	AYZGHxBJK3-6EP2jdh3X	b90e99beefa1f01cc99d49dc54a5c802	OPEN
MINOR	2023-02-12T14:53:37+0000		67.0		python:S117	BNumMet	2min		"Rename this parameter ""L"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/LinearSystems.py		MAIN	{startLine=67.0, endLine=67.0, startOffset=22.0, endOffset=23.0}	2min	AYZGHxBJK3-6EP2jdh3Y	672a67767127b7179a107bd594939d67	OPEN
MINOR	2023-02-12T14:53:37+0000		67.0		python:S117	BNumMet	2min		"Rename this parameter ""P"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/LinearSystems.py		MAIN	{startLine=67.0, endLine=67.0, startOffset=19.0, endOffset=20.0}	2min	AYZGHxBJK3-6EP2jdh3Z	672a67767127b7179a107bd594939d67	OPEN
MINOR	2023-02-12T14:53:37+0000		67.0		python:S117	BNumMet	2min		"Rename this parameter ""U"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/LinearSystems.py		MAIN	{startLine=67.0, endLine=67.0, startOffset=25.0, endOffset=26.0}	2min	AYZGHxBJK3-6EP2jdh3a	672a67767127b7179a107bd594939d67	OPEN
MINOR	2023-02-12T14:53:37+0000		11.0		python:S117	BNumMet	2min		"Rename this parameter ""xInitial"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=11.0, endLine=11.0, startOffset=8.0, endOffset=16.0}	2min	AYZGHxAvK3-6EP2jdh3S	6f5fb8b6e035501d94835551356b8781	OPEN
MINOR	2023-02-12T14:53:37+0000		12.0		python:S117	BNumMet	2min		"Rename this parameter ""yInitial"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=12.0, endLine=12.0, startOffset=8.0, endOffset=16.0}	2min	AYZGHxAvK3-6EP2jdh3T	e79bcbdd339858ed3638ebf8489815a9	OPEN
MINOR	2023-02-12T14:53:37+0000		13.0		python:S117	BNumMet	2min		"Rename this parameter ""uInitial"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=13.0, endLine=13.0, startOffset=8.0, endOffset=16.0}	2min	AYZGHxAvK3-6EP2jdh3R	f5976aac2d7f11b33845e925cd9596ea	OPEN
MINOR	2023-02-12T14:53:37+0000		134.0		python:S117	BNumMet	2min		"Rename this local variable ""yVals"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=134.0, endLine=134.0, startOffset=8.0, endOffset=13.0}	2min	AYZGHxAvK3-6EP2jdh3V	5336176c600167f830286166f8a8d53c	OPEN
MINOR	2023-02-12T14:53:37+0000		167.0		python:S116	BNumMet	2min		"Rename this field ""interpolationLines"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=167.0, endLine=167.0, startOffset=13.0, endOffset=31.0}	2min	AYZGHxAvK3-6EP2jdh3Q	642320043f623c3d533e78c91c73b329	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S117	BNumMet	2min		"Rename this local variable ""toUpdate"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:53:37+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=232.0, endLine=232.0, startOffset=12.0, endOffset=20.0}	2min	AYZGHxAvK3-6EP2jdh3U	37777ba800609f68d7fe10170fb9cee1	CLOSED
MINOR	2023-02-12T14:53:37+0000		108.0		python:S117	BNumMet	2min		"Rename this parameter ""funPrime"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/NonLinear.py		MAIN	{startLine=108.0, endLine=108.0, startOffset=16.0, endOffset=24.0}	2min	AYZGHVmrK3-6EP2jdhtw	1f4788a348e0920e4268addd4785fd7b	OPEN
MINOR	2023-02-12T14:53:37+0000		108.0		python:S117	BNumMet	2min		"Rename this parameter ""startPoint"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/NonLinear.py		MAIN	{startLine=108.0, endLine=108.0, startOffset=26.0, endOffset=36.0}	2min	AYZGHVmrK3-6EP2jdhty	1f4788a348e0920e4268addd4785fd7b	OPEN
MINOR	2023-02-12T14:53:37+0000		126.0		python:S117	BNumMet	2min		"Rename this local variable ""previousX"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/NonLinear.py		MAIN	{startLine=126.0, endLine=126.0, startOffset=4.0, endOffset=13.0}	2min	AYZGHVmrK3-6EP2jdhtx	712b84e1705a03250662a5a63a9e8eaa	OPEN
MINOR	2023-02-12T14:53:37+0000		168.0		python:S117	BNumMet	2min		"Rename this parameter ""xVals"" to match the regular expression ^[_a-z][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/NonLinear.py		MAIN	{startLine=168.0, endLine=168.0, startOffset=11.0, endOffset=16.0}	2min	AYZGHVmsK3-6EP2jdht1	50c809dd3d93cd2cd91515520cdae865	OPEN
MAJOR	2023-02-12T14:53:37+0000		168.0		python:S1542	BNumMet	10min		"Rename function ""IQI"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/NonLinear.py		MAIN	{startLine=168.0, endLine=168.0, startOffset=4.0, endOffset=7.0}	10min	AYZGHVmsK3-6EP2jdht2	50c809dd3d93cd2cd91515520cdae865	OPEN
MINOR	2023-02-12T14:51:42+0000		30.0		python:S116	BNumMet	2min		"Rename this field ""Originals"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=30.0, endLine=30.0, startOffset=13.0, endOffset=22.0}	2min	AYZGHVmeK3-6EP2jdhtF	0f8a52e264266f259aa4ee6c87a9a5b1	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""initializeComponents"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=39.0, endLine=39.0, startOffset=8.0, endOffset=28.0}	5min	AYZGHVmeK3-6EP2jdhtN	04a00d10926c4de076faf416e148c67b	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""scatterDots"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=137.0, endLine=137.0, startOffset=8.0, endOffset=19.0}	5min	AYZGHVmeK3-6EP2jdhtO	e71871976b17468670ff9a3f64b898b0	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S116	BNumMet	2min		"Rename this field ""ScatteredDots"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=143.0, endLine=143.0, startOffset=13.0, endOffset=26.0}	2min	AYZGHVmeK3-6EP2jdhtE	70f5bcc06b8ec6dbadbd92ba6914e7bc	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""interpolLines"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=160.0, endLine=160.0, startOffset=8.0, endOffset=21.0}	5min	AYZGHVmeK3-6EP2jdhtP	4426aa2f964dbdc0f379cfedc762b324	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""update_X"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=181.0, endLine=181.0, startOffset=8.0, endOffset=16.0}	5min	AYZGHVmeK3-6EP2jdhtQ	270ffc3c7ffaf847ddb433ccae37b262	CLOSED
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""update_Y"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=204.0, endLine=204.0, startOffset=8.0, endOffset=16.0}	5min	AYZGHVmeK3-6EP2jdhtT	4a37971daaa8d482128082cfc7a48dc6	CLOSED
MINOR	2023-02-12T14:51:42+0000		301.0		python:S116	BNumMet	2min		"Rename this field ""Fig"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=301.0, endLine=301.0, startOffset=13.0, endOffset=16.0}	2min	AYZGHVmeK3-6EP2jdhtD	8343a0c507ea2a36003d9c7afe5db66c	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S116	BNumMet	2min		"Rename this field ""Toolbar"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/InterpolationVisualizer.py		MAIN	{startLine=307.0, endLine=307.0, startOffset=13.0, endOffset=20.0}	2min	AYZGHVmeK3-6EP2jdhtI	154fbc6ed1542cd4059f2c90b1793709	CLOSED
MINOR	2023-02-12T14:51:42+0000		34.0		python:S116	BNumMet	2min		"Rename this field ""previousSteps"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=34.0, endLine=34.0, startOffset=13.0, endOffset=26.0}	2min	AYZGHVmZK3-6EP2jdhs3	6116f8f909291ad86d648fa184472358	OPEN
MINOR	2023-02-17T07:28:35+0000		-		python:S100	BNumMet	5min		"Rename method ""initializeComponents"" to match the regular expression ^[a-z_][a-z0-9_]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	FIXED	"convention / "	2023-02-17T07:28:35+0000	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=36.0, endLine=36.0, startOffset=8.0, endOffset=28.0}	5min	AYZGHVmZK3-6EP2jdhs7	04a00d10926c4de076faf416e148c67b	CLOSED
MINOR	2023-02-12T14:51:42+0000		47.0		python:S116	BNumMet	2min		"Rename this field ""outP"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=47.0, endLine=47.0, startOffset=13.0, endOffset=17.0}	2min	AYZGHVmZK3-6EP2jdhs6	65a553405f13c6b8a3321aaf8af91cac	OPEN
MINOR	2023-02-12T14:51:42+0000		56.0		python:S116	BNumMet	2min		"Rename this field ""outL"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=56.0, endLine=56.0, startOffset=13.0, endOffset=17.0}	2min	AYZGHVmZK3-6EP2jdhs0	830bc7f00442ad3efe4dd98abcaa046e	OPEN
MINOR	2023-02-12T14:51:42+0000		65.0		python:S116	BNumMet	2min		"Rename this field ""outU"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=65.0, endLine=65.0, startOffset=13.0, endOffset=17.0}	2min	AYZGHVmZK3-6EP2jdhs4	d1ad297666d2c6d99c8fe6b4eac971c9	OPEN
MINOR	2023-02-12T14:51:42+0000		74.0		python:S116	BNumMet	2min		"Rename this field ""outChecker"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=74.0, endLine=74.0, startOffset=13.0, endOffset=23.0}	2min	AYZGHVmZK3-6EP2jdhs5	51fad383c37cd7413ddad4467d44c42b	OPEN
MINOR	2023-02-12T14:51:42+0000		94.0		python:S116	BNumMet	2min		"Rename this field ""previousButton"" to match the regular expression ^[_a-z][_a-z0-9]*$."	2023-02-12T14:51:42+0000	CODE_SMELL	false	-	"convention / "	-	BNumMet:src/BNumMet/Visualizers/LUVisualizer.py		MAIN	{startLine=94.0, endLine=94.0, startOffset=13.0, endOffset=27.0}	2min	AYZGHVmZK3-6EP2jdhsy	34d34de3f981a4eda33706abdd2e7b0e	OPEN
